Name,Country,Region,Location,Lat,Lng,Project type,Work nature,Project stage,Status,Client,General contractor/JV,General contractor,JV / parents,Concrete subcontractor,Competitor present,Value,Currency,Value band,Announced,Tender deadline,Expected concrete start,Expected completion,Concrete opportunity,Fit,Fit profile,Fit reason,Fit dimensions,Product fit,Use case,AE,SDR,Partner route,Partner contact,Source,Notice URL,Notice ID,Summary,Verified,Next action,Next action date,Recontact date,HubSpot deal
Sound Transit Federal Way Link Extension,United States,us_west,"Washington State, WA",,,Other,Unknown,Complete,Disqualified,,,,,,,,USD,,,,,,Small,Disqualified,Mass-concrete civils,,,,Unknown,lawson,reed,TBD,,NEWS,https://lynnwoodtimes.com/2026/05/29/260528-sound-transit/,,DISQUALIFIED: opened.,__NO__,,,,
Sound Transit Downtown Redmond Link Extension,United States,us_west,"Washington State, WA",,,Other,Unknown,Complete,Disqualified,,,,,,,,USD,,,,,,Small,Disqualified,Mass-concrete civils,,,,Unknown,lawson,reed,TBD,,NEWS,https://lynnwoodtimes.com/2026/05/29/260528-sound-transit/,,DISQUALIFIED: opened.,__NO__,,,,
Hanford Low-Activity Waste Facility,United States,us_west,"Washington State, WA",,,Other,Unknown,Complete,Disqualified,,,,,,,,USD,,,,,,Small,Disqualified,Mass-concrete civils,,,,Unknown,lawson,reed,TBD,,NEWS,https://www.enr.com/articles/61635-long-awaited-process-finally-starts-to-vitrify-radioactive-waste-at-hanford-site,,"DISQUALIFIED: operational since Oct 2025, concrete spent. The HLW Facility is the live one.",__NO__,,,,
Climate Pledge Arena,United States,us_west,"Washington State, WA",,,Other,Unknown,Complete,Disqualified,,,,,,,,USD,,,,,,Small,Disqualified,Mass-concrete civils,,,,Unknown,lawson,reed,TBD,,NEWS,https://www.commercialsearch.com/news/top-projects-that-will-reshape-the-san-francisco-bay-area/,,DISQUALIFIED: complete.,__NO__,,,,
Brisbane Olympic Stadium,Australia,au,"Victoria Park, Brisbane, QLD",,,Stadium / arena / convention,New build,Groundbreaking / enabling works,New,Queensland Government,,,,,,3790,AUD,250M+,,,,,Large,High,Schedule-critical vertical build,,,"Cure / Signal,Data Hub",In-situ frame,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,"Ground-break June 2026. Bowl, podium, foundations. Brisbane 2032 Games centrepiece.",__NO__,,,,
National Aquatic Centre,Australia,au,"Spring Hill, Brisbane, QLD",,,Stadium / arena / convention,New build,Tender,New,Queensland Government,,,,,,1200,AUD,250M+,,,,,Large,High,Schedule-critical vertical build,,,"Cure / Signal,Data Hub",Marine / water-retaining,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Design/procurement. Pools and structure.,__NO__,,,,
Brisbane Athletes' Village,Australia,au,"Victoria Park, Brisbane, QLD",,,Residential,New build,Planning / pre-tender,New,Queensland Government,,,,,,7100,AUD,250M+,,,,,Large,High,Schedule-critical vertical build,,,"Cure / Signal,Data Hub",Post-tensioned slabs,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Part of the $7.1bn Games programme. Residential towers.,__NO__,,,,
Queensland Tennis Centre expansion,Australia,au,"Tennyson, Brisbane, QLD",,,Stadium / arena / convention,Extension,Tender,New,Queensland Government,,,,,,,AUD,,,,,,Medium,Medium,Schedule-critical vertical build,,,Cure / Signal,In-situ frame,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,"Games programme. 3,000-seat arena, 12 courts.",__NO__,,,,
Cross River Rail,Australia,au,"Dutton Park to Bowen Hills, Brisbane, QLD",,,Rail / metro,New build,Finishing,Disqualified,Cross River Rail Delivery Authority,,,,,,6300,AUD,250M+,,,,,Small,Disqualified,Mass-concrete civils,,,,Tunnel linings,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,"DISQUALIFIED: nearing completion, concrete window largely spent. 5.9km twin tunnel, 4 underground stations.",__NO__,,,,
Waterfront Brisbane,Australia,au,"Eagle St, Brisbane CBD, QLD",,,Commercial / office,New build,Main works / on site,New,Dexus,John Holland,,,,,2500,AUD,250M+,,,,,Large,High,Schedule-critical vertical build,,,"Cure / Signal,Data Hub",Slipform core,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,"Under construction, completion 2028. Two towers, cores.",__NO__,,,,
Queen's Wharf Brisbane,Australia,au,"George St, Brisbane, QLD",,,Retail / hotel / leisure,New build,Finishing,Disqualified,Destination Brisbane Consortium,,,,,,3600,AUD,250M+,,,,,Small,Disqualified,Schedule-critical vertical build,,,,Slipform core,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,"DISQUALIFIED: nearing completion, window largely spent.",__NO__,,,,
News Corp / Bowen Hills precinct,Australia,au,"Bowen Hills, Brisbane, QLD",,,Commercial / office,New build,Planning / pre-tender,New,,,,,,,2000,AUD,250M+,,,,,Large,Medium,Schedule-critical vertical build,,,"Cure / Signal,Data Hub",In-situ frame,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Planning. Mixed-use towers.,__NO__,,,,
Waterfront Newstead / LIV Anura,Australia,au,"Newstead, Brisbane, QLD",,,Residential,New build,Main works / on site,New,,,,,,,1000,AUD,250M+,,,,,Large,High,Schedule-critical vertical build,,,"Cure / Signal,Data Hub",Post-tensioned slabs,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Under construction. Residential towers.,__NO__,,,,
Queensland Cancer Centre of Excellence,Australia,au,"Brisbane, QLD",,,Hospital / healthcare,New build,Planning / pre-tender,New,Queensland Health,,,,,,,AUD,,,,,,Medium,High,Schedule-critical vertical build,,,"Cure / Signal,Data Hub",In-situ frame,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Part of the Hospital Rescue Plan. Planning/early. Clinical building.,__NO__,,,,
Princess Alexandra Hospital expansion,Australia,au,"Woolloongabba, Brisbane, QLD",,,Hospital / healthcare,Extension,Main works / on site,New,Queensland Health,,,,,,,AUD,,,,,,Medium,High,Schedule-critical vertical build,,,Cure / Signal,In-situ frame,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,249 beds. Under construction. Clinical tower.,__NO__,,,,
QEII Jubilee Hospital expansion,Australia,au,"Coopers Plains, Brisbane, QLD",,,Hospital / healthcare,Extension,Main works / on site,New,Queensland Health,,,,,,,AUD,,,,,,Medium,High,Schedule-critical vertical build,,,Cure / Signal,In-situ frame,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,112 beds. Under construction.,__NO__,,,,
Prince Charles Hospital expansion,Australia,au,"Chermside, Brisbane, QLD",,,Hospital / healthcare,Extension,Main works / on site,New,Queensland Health,,,,,,,AUD,,,,,,Medium,High,Schedule-critical vertical build,,,Cure / Signal,In-situ frame,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,94 beds. Construction.,__NO__,,,,
Ipswich Hospital expansion Stage 2,Australia,au,"Ipswich, QLD",,,Hospital / healthcare,Extension,Main works / on site,New,Queensland Health,,,,,,,AUD,,,,,,Medium,High,Schedule-critical vertical build,,,Cure / Signal,In-situ frame,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,200 beds. Construction.,__NO__,,,,
Logan Hospital expansion Stage 2,Australia,au,"Meadowbrook, QLD",,,Hospital / healthcare,Extension,Main works / on site,New,Queensland Health,,,,,,,AUD,,,,,,Medium,High,Schedule-critical vertical build,,,Cure / Signal,In-situ frame,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,112 beds. Construction.,__NO__,,,,
Redcliffe Hospital expansion,Australia,au,"Redcliffe, QLD",,,Hospital / healthcare,Extension,Main works / on site,New,Queensland Health,,,,,,,AUD,,,,,,Medium,High,Schedule-critical vertical build,,,Cure / Signal,In-situ frame,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,204 beds. Construction.,__NO__,,,,
Moreton Bay Indoor Sports Centre,Australia,au,"Moreton Bay, QLD",,,Stadium / arena / convention,New build,Tender,New,Queensland Government,,,,,,,AUD,,,,,,Medium,Medium,Schedule-critical vertical build,,,Cure / Signal,In-situ frame,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Games programme. Procurement.,__NO__,,,,
Logan Indoor Sports Centre,Australia,au,"Logan, QLD",,,Stadium / arena / convention,New build,Tender,New,Queensland Government,,,,,,,AUD,,,,,,Medium,Medium,Schedule-critical vertical build,,,Cure / Signal,In-situ frame,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Games programme. Procurement.,__NO__,,,,
Redland Whitewater Centre,Australia,au,"Redlands, QLD",,,Stadium / arena / convention,New build,Tender,New,Queensland Government,,,,,,,AUD,,,,,,Medium,High,Mass-concrete civils,,,"Cure / Signal,MixAI",Marine / water-retaining,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Games programme. WATER-COURSE CONCRETE.,__NO__,,,,
Somerset Dam safety upgrade,Australia,au,"Somerset, QLD",,,Dam / hydro / reservoir,Refurbishment / retrofit,Planning / pre-tender,New,Seqwater,,,,,,1600,AUD,250M+,,,,,Large,High,Mass-concrete civils,,,"Cure / Signal,MixAI,Data Hub",Mass concrete,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Planning. DAM WALL works.,__NO__,,,,
North Pine Dam upgrade + pump station,Australia,au,"Moreton Bay, QLD",,,Dam / hydro / reservoir,Refurbishment / retrofit,Planning / pre-tender,New,Seqwater,,,,,,1389,AUD,250M+,,,,,Large,High,Mass-concrete civils,,,"Cure / Signal,MixAI,Data Hub",Mass concrete,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,~$789m dam + $600m pump station. Planning.,__NO__,,,,
Wyaralong Dam WTP Stage 1,Australia,au,"Scenic Rim, QLD",,,Water treatment,New build,Main works / on site,New,Seqwater,,,,,,850,AUD,250M+,,,,,Large,Medium,Low-carbon spec-in,,,"MixAI,Cure / Signal,Data Hub",Marine / water-retaining,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Construction 2025/26. WTP structures.,__NO__,,,,
Logan Water Infrastructure Program Alliance,Australia,au,"Logan, QLD",,,Water treatment,New build,Main works / on site,New,Logan City Council,,,,,,746,AUD,250M+,,,,,Large,Medium,Low-carbon spec-in,,,"MixAI,Data Hub",Marine / water-retaining,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Under construction to 2027/28. WTP and reservoirs.,__NO__,,,,
Brisbane hyperscale data-centre pipeline,Australia,au,"Greater Brisbane, QLD",,,Data centre,New build,Main works / on site,New,,,,,,,,AUD,,,,,,Large,Medium,Precast & batching supply,,,"Cure / Signal,Data Hub",Slabs / pavements,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Multiple projects >$40m under construction. Slabs and foundations. Needs individual identification.,__NO__,,,,
Coomera Connector Stage 1 (Second M1),Australia,au,"Loganholme to Nerang, QLD",,,Highway / road,New build,Main works / on site,New,Transport and Main Roads,,,,,,2160,AUD,250M+,,,,,Large,High,Mass-concrete civils,,,"Cure / Signal,Data Hub",Precast,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Under construction. BRIDGES AND VIADUCTS.,__NO__,,,,
Faster Rail Logan to Gold Coast,Australia,au,"Kuraby to Gold Coast, QLD",,,Rail / metro,New build,Tender,New,Transport and Main Roads,,,,,,5750,AUD,250M+,,,,,Large,High,Mass-concrete civils,,,"Cure / Signal,MixAI,Data Hub",Precast,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Planning/procurement. RAIL VIADUCTS AND STATIONS.,__NO__,,,,
Gold Coast Light Rail Stage 3,Australia,au,"Broadbeach to Burleigh, QLD",,,Rail / metro,New build,Finishing,Disqualified,Transport and Main Roads,,,,,,1500,AUD,250M+,,,,,Small,Disqualified,Mass-concrete civils,,,,Slabs / pavements,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,"DISQUALIFIED: nearing completion mid-2026, window spent.",__NO__,,,,
New Coomera Hospital,Australia,au,"Coomera, QLD",,,Hospital / healthcare,New build,Main works / on site,New,Queensland Health,,,,,,,AUD,,,,,,Large,High,Schedule-critical vertical build,,,"Cure / Signal,Data Hub",In-situ frame,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,400-600 beds. MAIN CONSTRUCTION H2 2026. 12-storey clinical + 7-storey ambulatory.,__NO__,,,,
Gold Coast Athletes' Village,Australia,au,"Royal Pines, Gold Coast, QLD",,,Residential,New build,Planning / pre-tender,New,Queensland Government,,,,,,,AUD,,,,,,Large,High,Schedule-critical vertical build,,,"Cure / Signal,Data Hub",Post-tensioned slabs,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Games programme. Planning. Residential.,__NO__,,,,
New Gold Coast Arena,Australia,au,"Gold Coast, QLD",,,Stadium / arena / convention,New build,Planning / pre-tender,New,Queensland Government,,,,,,,AUD,,,,,,Large,High,Schedule-critical vertical build,,,"Cure / Signal,Data Hub",In-situ frame,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Games programme. Planning.,__NO__,,,,
Gold Coast Convention Centre upgrade,Australia,au,"Broadbeach, QLD",,,Stadium / arena / convention,Extension,Planning / pre-tender,New,Queensland Government,,,,,,,AUD,,,,,,Medium,Medium,Schedule-critical vertical build,,,Cure / Signal,In-situ frame,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Games programme. Planning.,__NO__,,,,
Palmera tower,Australia,au,"Southport, Gold Coast, QLD",,,Residential,New build,Awarded - pre-start,New,,,,,,,1000,AUD,250M+,,,,,Large,High,Schedule-critical vertical build,,,"Cure / Signal,Data Hub",Slipform core,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Approved/funded. 52-STOREY CORE.,__NO__,,,,
Robina BTR corridor (4-tower development),Australia,au,"Robina, Gold Coast, QLD",,,Residential,New build,Awarded - pre-start,New,,,,,,,225,AUD,50-250M,,,,,Medium,Medium,Schedule-critical vertical build,,,Cure / Signal,Post-tensioned slabs,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Approved. Residential towers.,__NO__,,,,
"The Wave Stage 1 (Beerwah to Caloundra rail, 19km)",Australia,au,"Sunshine Coast, QLD",,,Rail / metro,New build,Awarded - pre-start,New,Transport and Main Roads,,,,,,5500,AUD,250M+,,,,,Large,High,Mass-concrete civils,,,"Cure / Signal,MixAI,Data Hub",Precast,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,"CONTRACTS AWARDED 2026, MAJOR WORKS LATE 2026. Viaducts, stations, bridges.",__NO__,,,,
"The Wave Stage 2 (Caloundra to Birtinya, 7km)",Australia,au,"Sunshine Coast, QLD",,,Rail / metro,New build,Tender,New,Transport and Main Roads,,,,,,,AUD,,,,,,Large,High,Mass-concrete civils,,,"Cure / Signal,MixAI,Data Hub",Precast,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Funding envelope with Stage 1. EOI/planning.,__NO__,,,,
The Wave Stage 3 (metro to Sunshine Coast Airport),Australia,au,"Maroochydore to Airport, QLD",,,Rail / metro,New build,Planning / pre-tender,New,Transport and Main Roads,,,,,,,AUD,,,,,,Large,Medium,Mass-concrete civils,,,"MixAI,Data Hub",Precast,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Planning. Value TBC.,__NO__,,,,
Mooloolah River Interchange upgrade,Australia,au,"Sunshine Coast, QLD",,,Bridge / viaduct,Widening / twinning,Planning / pre-tender,New,Transport and Main Roads,,,,,,,AUD,,,,,,Medium,High,Mass-concrete civils,,,"Cure / Signal,Data Hub",Culverts / ancillary structures,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Part of The Wave. BRIDGES AND INTERCHANGE.,__NO__,,,,
Beerburrum to Nambour rail upgrade,Australia,au,"Sunshine Coast, QLD",,,Rail / metro,Widening / twinning,Planning / pre-tender,New,Transport and Main Roads,,,,,,,AUD,,,,,,Large,High,Mass-concrete civils,,,"Cure / Signal,Data Hub",Precast,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Planning/delivery. Major.,__NO__,,,,
Sunshine Coast Athletes' Village,Australia,au,"Maroochydore, QLD",,,Residential,New build,Planning / pre-tender,New,Queensland Government,,,,,,,AUD,,,,,,Large,High,Schedule-critical vertical build,,,"Cure / Signal,Data Hub",Post-tensioned slabs,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Games programme. Planning. Residential.,__NO__,,,,
Sunshine Coast Stadium upgrade,Australia,au,"Kawana, QLD",,,Stadium / arena / convention,Extension,Tender,New,Queensland Government,,,,,,,AUD,,,,,,Medium,Medium,Schedule-critical vertical build,,,Cure / Signal,In-situ frame,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Games programme. Procurement/delivery.,__NO__,,,,
Noosa WTP upgrade,Australia,au,"Noosa, QLD",,,Water treatment,Refurbishment / retrofit,Planning / pre-tender,New,Unitywater,,,,,,394,AUD,250M+,,,,,Medium,Medium,Low-carbon spec-in,,,"MixAI,Data Hub",Marine / water-retaining,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Planning. WTP tanks.,__NO__,,,,
Image Flat WTP upgrade,Australia,au,"Nambour, QLD",,,Water treatment,Refurbishment / retrofit,Planning / pre-tender,New,Unitywater,,,,,,345,AUD,250M+,,,,,Medium,Medium,Low-carbon spec-in,,,"MixAI,Data Hub",Marine / water-retaining,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Planning. WTP tanks.,__NO__,,,,
Lake MacDonald Dam rebuild,Australia,au,"Noosa hinterland, QLD",,,Dam / hydro / reservoir,Replacement,Planning / pre-tender,New,Seqwater,,,,,,545,AUD,250M+,,,,,Large,High,Mass-concrete civils,,,"Cure / Signal,MixAI,Data Hub",Mass concrete,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Part of a $545m dam programme. Planning/delivery. DAM WALL.,__NO__,,,,
Inland Rail - Gowrie to Kagaru,Australia,au,"Toowoomba Range to Kagaru, QLD",,,Tunnel,New build,Tender,New,ARTC,,,,,,5000,AUD,250M+,,,,,Large,High,Mass-concrete civils,,,"Cure / Signal,MixAI,Data Hub",Tunnel linings,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,"Procurement/early works. 6.2KM TUNNEL, 18 VIADUCTS, 22 BRIDGES.",__NO__,,,,
Inland Rail - Border to Gowrie (B2G),Australia,au,"NSW border to Gowrie, QLD",,,Rail / metro,New build,Planning / pre-tender,New,ARTC,,,,,,,AUD,,,,,,Large,High,Mass-concrete civils,,,"Cure / Signal,MixAI,Data Hub",Precast,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,"Planning/approvals. Bridges, formation.",__NO__,,,,
New Toowoomba Hospital,Australia,au,"Toowoomba, QLD",,,Hospital / healthcare,New build,Main works / on site,New,Queensland Health,,,,,,,AUD,,,,,,Large,High,Schedule-critical vertical build,,,"Cure / Signal,Data Hub",In-situ frame,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,"Early works complete, main construction underway. Clinical building.",__NO__,,,,
MacIntyre Wind Farm precinct,Australia,au,"Warwick / Southern Downs, QLD",,,Power & transmission,New build,Main works / on site,New,Acciona / CleanCo,,,,,,2000,AUD,250M+,,,,,Large,High,Precast & batching supply,,,"Cure / Signal,MixAI,Data Hub",Piling / foundations,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Under construction. 180 TURBINE FOUNDATIONS.,__NO__,,,,
Toowoomba to Warwick Pipeline,Australia,au,"Darling Downs, QLD",,,Water treatment,New build,Planning / pre-tender,New,,,,,,,467,AUD,250M+,,,,,Medium,Medium,Low-carbon spec-in,,,"MixAI,Data Hub",Marine / water-retaining,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Planning. Pipeline and pump stations.,__NO__,,,,
Toowoomba Equestrian Centre (Games),Australia,au,"Toowoomba, QLD",,,Stadium / arena / convention,New build,Planning / pre-tender,New,Queensland Government,,,,,,,AUD,,,,,,Small,Medium,Schedule-critical vertical build,,,Cure / Signal,Slabs / pavements,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,"Games programme. Planning. Arenas, stabling.",__NO__,,,,
Toowoomba to Gladstone Inland Rail extension,Australia,au,"Darling Downs to Gladstone, QLD",,,Rail / metro,New build,Planning / pre-tender,New,ARTC,,,,,,,AUD,,,,,,Large,Medium,Mass-concrete civils,,,"MixAI,Data Hub",Precast,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Business case stage. Future bridges and formation.,__NO__,,,,
Borumba Pumped Hydro,Australia,au,"Imbil, near Gympie, QLD",,,Dam / hydro / reservoir,New build,Planning / pre-tender,New,Queensland Hydro,,,,,,18400,AUD,250M+,,,,,Large,High,Mass-concrete civils,,,"Cure / Signal,MixAI,Data Hub",Mass concrete,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,"EXPLORATORY WORKS APPROVED JAN 2026, business case 2026. SEVEN DAMS, UNDERGROUND POWERHOUSE, TUNNELS. Largest single QLD opportunity by value.",__NO__,,,,
New Bundaberg Hospital,Australia,au,"Bundaberg, QLD",,,Hospital / healthcare,New build,Planning / pre-tender,New,Queensland Health,,,,,,,AUD,,,,,,Large,High,Schedule-critical vertical build,,,"Cure / Signal,Data Hub",In-situ frame,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,400+ beds. Planning/early works. Clinical building.,__NO__,,,,
Paradise Dam rebuild / improvement,Australia,au,"near Bundaberg, QLD",,,Dam / hydro / reservoir,Replacement,PCSA / preconstruction,New,Sunwater,,,,,,4400,AUD,250M+,,,,,Large,High,Mass-concrete civils,,,"Cure / Signal,MixAI,Data Hub",Mass concrete,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,"$720m rising to up to ~$4.4bn. Pre-construction, MAJOR WORKS FROM LATE 2026. NEW DAM WALL.",__NO__,,,,
Hervey Bay Hospital expansion,Australia,au,"Hervey Bay, QLD",,,Hospital / healthcare,Extension,Main works / on site,New,Queensland Health,,,,,,,AUD,,,,,,Medium,Medium,Schedule-critical vertical build,,,Cure / Signal,In-situ frame,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,35-bed expansion + helipad. Under construction 2026.,__NO__,,,,
Tiaro Bypass (Bruce Highway),Australia,au,"Tiaro, QLD",,,Highway / road,New build,Main works / on site,New,Transport and Main Roads,,,,,,,AUD,,,,,,Medium,High,Mass-concrete civils,,,"Cure / Signal,Data Hub",Culverts / ancillary structures,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Delivery. Bridges and pavement.,__NO__,,,,
Rockhampton Ring Road,Australia,au,"Rockhampton, QLD",,,Highway / road,New build,Main works / on site,New,Transport and Main Roads,,,,,,,AUD,,,,,,Large,High,Mass-concrete civils,,,"Cure / Signal,Data Hub",Precast,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Under construction. 17.4KM with a NEW FITZROY RIVER CROSSING.,__NO__,,,,
Fitzroy to Gladstone Pipeline (WTP + pipeline),Australia,au,"Fitzroy to Gladstone, QLD",,,Water treatment,New build,Main works / on site,New,Gladstone Area Water Board,,,,,,688,AUD,250M+,,,,,Large,Medium,Low-carbon spec-in,,,"MixAI,Data Hub,Cure / Signal",Marine / water-retaining,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,"$549-688m. Construction, complete 2026/27. WTP and pipeline.",__NO__,,,,
Clarke Creek Wind & Solar precinct,Australia,au,"Isaac, near Marlborough, QLD",,,Power & transmission,New build,Main works / on site,New,Squadron Energy,,,,,,3000,AUD,250M+,,,,,Large,High,Precast & batching supply,,,"Cure / Signal,MixAI,Data Hub",Piling / foundations,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,"Under construction (staged). 195 TURBINE FOUNDATIONS, ~12,000 CUBIC METRES OF CONCRETE.",__NO__,,,,
Rowing venue (Games),Australia,au,"Rockhampton, Fitzroy River, QLD",,,Stadium / arena / convention,New build,Planning / pre-tender,New,Queensland Government,,,,,,,AUD,,,,,,Small,Low,Mass-concrete civils,,,Cure / Signal,Marine / water-retaining,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Games programme. Planning.,__NO__,,,,
Valeria coal mine,Australia,au,"Central Highlands, Bowen Basin, QLD",,,Industrial / manufacturing,New build,Planning / pre-tender,New,Glencore,,,,,,1500,AUD,250M+,,,,,Medium,Medium,Precast & batching supply,,,"Cure / Signal,Data Hub",Piling / foundations,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Coordinated project. CHPP and train load-out.,__NO__,,,,
